"filename","id","refseq_species","ANI_species_group","fabv_detected","type_strain","total_contigs","total_length","N50","Completeness","Contamination","overall_quality","refseq_description"
"GCF_000412555.1_C_1426_genomic.fna","NZ_ASRD01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,270,6348756,69040,99.36,0.22,98.26,"Pseudomonas aeruginosa str. C 1426 contig001, whole genome shotgun sequence"
"GCF_000412675.1_ASM41267v1_genomic.fna","NC_021505.1","pseudomonas_putida","putida",1,1,1,6156701,6156701,100,0.11,99.45,"Pseudomonas putida NBRC 14164, complete sequence"
"GCF_000412715.1_ASM41271v1_genomic.fna","NZ_KE166371.1","pseudomonas_plecoglossicida","plecoglossicida",1,0,85,5413333,159696,100,0.11,99.45,"Pseudomonas plecoglossicida NB2011 PT1_scaffold01, whole genome shotgun sequence"
"GCF_000414035.1_ASM41403v1_genomic.fna","NC_021577.1","pseudomonas_aeruginosa","aeruginosa",1,0,1,6342034,6342034,99.68,0.08,99.28,"Pseudomonas aeruginosa RP73, complete genome"
"GCF_000416155.1_ASM41615v1_genomic.fna","NZ_ATLR01000001.1","pseudomonas_psychrophila","psychrophila",0,0,45,5152371,187846,98.99,0.29,97.54,"Pseudomonas psychrophila strain CF149 C5019_167.0_sample149, whole genome shotgun sequence"
"GCF_000416195.1_ASM41619v1_genomic.fna","NZ_ATLN01000001.1","pseudomonas_sp.","brassicacearum_group",0,0,116,5916125,93612,96.68,0.29,95.23,"Pseudomonas sp. CFII68 C34271_200.0_sampleII68, whole genome shotgun sequence"
"GCF_000416345.1_PstB1SMN1_1.0_genomic.fna","NZ_AMVM01000001.1","pseudomonas_stutzeri","stutzeri",0,0,78,5318847,247369,100,2.15,89.25,"Pseudomonas stutzeri B1SMN1 contig00001, whole genome shotgun sequence"
"GCF_000416545.1_ASM41654v1_genomic.fna","NZ_AOKE01000001.1","pseudomonas_syringae","avellanae",0,0,261,6291263,49576,99.95,0.63,96.8,"Pseudomonas syringae pv. actinidiae ICMP 19098 scaffold122, whole genome shotgun sequence"
"GCF_000416805.1_ASM41680v1_genomic.fna","NZ_AOKD01000001.1","pseudomonas_syringae","avellanae",0,0,288,6207839,43791,99.63,0.63,96.48,"Pseudomonas syringae pv. actinidiae ICMP 19099 scaffold134, whole genome shotgun sequence"
"GCF_000416885.1_ASM41688v1_genomic.fna","NZ_AOJW01000001.1","pseudomonas_syringae","avellanae",0,0,258,6002496,43039,99.04,0.19,98.09,"Pseudomonas syringae pv. actinidiae ICMP 19072 scaffold144, whole genome shotgun sequence"
"GCF_000423545.1_ASM42354v1_genomic.fna","NZ_AUIE01000001.1","pseudomonas_resinovorans","resinovorans",0,1,53,6027681,197842,99.68,0.8,95.68,"Pseudomonas resinovorans DSM 21078 G559DRAFT_scaffold00001.1_C, whole genome shotgun sequence"
"GCF_000425765.1_ASM42576v1_genomic.fna","NZ_KE384443.1","pseudomonas_parafulva","parafulva",1,1,32,4956622,295916,100,0.11,99.45,"Pseudomonas parafulva NBRC 16636 = DSM 17004 H619DRAFT_scaffold00001.1, whole genome shotgun sequence"
"GCF_000425785.1_ASM42578v1_genomic.fna","NZ_KE384450.1","pseudomonas_taiwanensis","taiwanensis",1,1,67,5415134,174759,100,0.22,98.9,"Pseudomonas taiwanensis DSM 21245 H620DRAFT_scaffold00001.1, whole genome shotgun sequence"
"GCF_000425805.1_ASM42580v1_genomic.fna","NZ_AUED01000001.1","pseudomonas_vranovensis","vranovensis",1,1,36,5697807,325087,100,1.04,94.8,"Pseudomonas vranovensis DSM 16006 H621DRAFT_scaffold00001.1_C, whole genome shotgun sequence"
"GCF_000439855.1_SOAPdenovo_genomic.fna","NZ_KE503212.1","pseudomonas_aeruginosa","aeruginosa",1,0,45,6836891,1723481,99.68,0.08,99.28,"Pseudomonas aeruginosa LCT-PA220 Scaffold001, whole genome shotgun sequence"
"GCF_000439875.1_SOAPdenovo_genomic.fna","NZ_KE503223.1","pseudomonas_aeruginosa","aeruginosa",1,0,48,6837757,3905665,99.52,0.08,99.12,"Pseudomonas aeruginosa LCT-PA41 Scaffold001, whole genome shotgun sequence"
"GCF_000444135.1_CLC6_0_3_genomic.fna","NZ_ATDK01000001.1","pseudomonas_avellanae","avellanae",0,1,498,5928135,29502,99.36,0.19,98.41,"Pseudomonas avellanae BPIC 631 contig1, whole genome shotgun sequence"
"GCF_000452445.2_ASM45244v3_genomic.fna","NZ_CP034078.1","pseudomonas_syringae","syringae",0,0,4,6039562,5883416,100,0.24,98.8,"Pseudomonas syringae pv. pisi str. PP1 chromosome, complete genome"
"GCF_000452465.1_Psy1212_130925_2.0_genomic.fna","NZ_AVCR02000338.1","pseudomonas_syringae","syringae",0,0,216,6130561,61944,100,0.35,98.25,"Pseudomonas syringae pv. syringae 1212 contig338.1, whole genome shotgun sequence"
"GCF_000452485.1_TA043_042011_1.0_genomic.fna","NZ_AVDV01000001.1","pseudomonas_viridiflava","viridiflava",0,0,156,5967610,69705,99.68,0.14,98.98,"Pseudomonas viridiflava TA043 contig1.1, whole genome shotgun sequence"
"GCF_000452505.1_CC1582_042011_1.0_genomic.fna","NZ_KE692013.1","pseudomonas_viridiflava","viridiflava",0,0,183,6010643,64454,99.65,0.14,98.95,"Pseudomonas viridiflava CC1582 Scaffold_1, whole genome shotgun sequence"
"GCF_000452525.2_USA011_091113_2.0_genomic.fna","AVDX02000198.1","pseudomonas_syringae","syringae",0,0,156,6410609,91862,100,2.2,89,"Pseudomonas syringae USA011 contig198.1, whole genome shotgun sequence"
"GCF_000452525.3_ASM45252v4_genomic.fna","NZ_CP045799.1","pseudomonas_syringae","syringae",0,0,3,6112257,6024796,100,0.28,98.6,"Pseudomonas syringae USA011 chromosome, complete genome"
"GCF_000452585.1_CC457_092313_2.0_genomic.fna","NZ_AVEB02000356.1","pseudomonas_syringae","syringae",0,0,287,5821270,48042,99.36,0.56,96.56,"Pseudomonas syringae CC457 contig356.1, whole genome shotgun sequence"
"GCF_000452605.1_CC440_0923_2.0_genomic.fna","NZ_AVEC02000354.1","pseudomonas_syringae","syringae",0,0,288,5704224,44744,100,0.24,98.8,"Pseudomonas syringae CC440 contig354.1, whole genome shotgun sequence"
"GCF_000452625.1_CC1630_092313_2.0_genomic.fna","NZ_AVED02000283.1","pseudomonas_syringae","avellanae",0,0,258,6048273,52218,100,0.72,96.4,"Pseudomonas syringae CC1630 contig283.1, whole genome shotgun sequence"
"GCF_000452645.1_CC1629_092313_2.0_genomic.fna","NZ_AVEE02000261.1","pseudomonas_tremae","tremae",0,0,218,5919626,75208,100,0.78,96.1,"Pseudomonas tremae strain CC1629 contig261.1, whole genome shotgun sequence"
"GCF_000452765.1_CC1513_092313_2.0_genomic.fna","NZ_AVEL02000164.1","pseudomonas_tremae","tremae",0,0,148,5719730,85568,99.89,0.96,95.09,"Pseudomonas tremae strain CC1513 contig164.1, whole genome shotgun sequence"
"GCF_000452805.1_CC1458_092313_2.0_genomic.fna","NZ_AVEN02000364.1","pseudomonas_syringae","syringae",0,0,293,5780626,47645,100,0.56,97.2,"Pseudomonas syringae CC1458 contig364.1, whole genome shotgun sequence"
"GCF_000455425.1_B3-CFI_genomic.fna","NZ_CBMS010000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,252,6728294,87472,99.33,0.4,97.33,"Pseudomonas aeruginosa B3-CFI, whole genome shotgun sequence"
"GCF_000455505.1_B3-20M_genomic.fna","NZ_CBMU010000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,278,6704349,77595,99.33,0.08,98.93,"Pseudomonas aeruginosa B3-20M, whole genome shotgun sequence"
"GCF_000455545.1_B3-1811_genomic.fna","NZ_CBMP010000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,285,6657892,82268,98.7,0.08,98.3,"Pseudomonas aeruginosa B3-1811, whole genome shotgun sequence"
"GCF_000455705.1_ASM45570v1_genomic.fna","NZ_ATAQ01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,248,6815241,94745,99.3,1.88,89.9,"Pseudomonas aeruginosa WC55 contig1, whole genome shotgun sequence"
"GCF_000465575.1_GS_De_Novo_Assembly_genomic.fna","NZ_AVQF01000001.1","pseudomonas_chengduensis","alcaliphila_group",0,0,19,5225569,716166,99.84,0.31,98.29,"Pseudomonas chengduensis strain EGD-AQ5 contig1, whole genome shotgun sequence"
"GCF_000465595.1_GS_De_Novo_Assembly_genomic.fna","NZ_AVQG01000001.1","pseudomonas_simiae","simiae",1,0,43,6081475,273104,100,0.4,98,"Pseudomonas simiae strain EGD-AQ6 contig1, whole genome shotgun sequence"
"GCF_000467105.1_ASM46710v1_genomic.fna","NZ_BATI01000122.1","pseudomonas_alcaligenes","alcaligenes",0,0,120,4822696,133047,97.36,0.46,95.06,"Pseudomonas alcaligenes NBRC 14159, whole genome shotgun sequence"
"GCF_000468555.2_ASM46855v1_genomic.fna","NC_022361.1","pseudomonas_aeruginosa","aeruginosa",1,0,1,6043974,6043974,99.6,0.08,99.2,"Pseudomonas aeruginosa PAO581, complete sequence"
"GCF_000468935.2_ASM46893v1_genomic.fna","NC_022360.1","pseudomonas_aeruginosa","aeruginosa",1,0,1,6262305,6262305,99.36,0.08,98.96,"Pseudomonas aeruginosa c7447m genome"
"GCF_000473745.2_ASM47374v3_genomic.fna","NZ_CP008739.1","pseudomonas_aeruginosa","aeruginosa",1,0,1,6818030,6818030,96.22,2.36,84.42,"Pseudomonas aeruginosa VRFPA04, complete genome"
"GCF_000478465.2_Pseu_aeru_Stone_130_V1_genomic.fna","NZ_KI517348.1","pseudomonas_aeruginosa","aeruginosa",1,0,6,7495395,6160752,99.68,1.2,93.68,"Pseudomonas aeruginosa str. Stone 130 aczIk-supercont1.1, whole genome shotgun sequence"
"GCF_000478485.2_Pseu_sp_P179_V1_genomic.fna","NZ_KI517354.1","pseudomonas_sp.","aeruginosa",1,0,13,6893843,6086715,99.68,1.15,93.93,"Pseudomonas sp. P179 acBRO-supercont1.1, whole genome shotgun sequence"
"GCF_000478505.2_Pseu_sp_HPB0071_V1_genomic.fna","NZ_KI517367.1","pseudomonas_sp.","luteola_group",0,0,9,5701016,4272059,99.2,0.72,95.6,"Pseudomonas sp. HPB0071 aczIi-supercont1.1, whole genome shotgun sequence"
"GCF_000480355.1_Pseu_aeru_CF614_V1_genomic.fna","NZ_KI518656.1","pseudomonas_aeruginosa","aeruginosa",1,0,7,6797445,2426055,99.65,0.61,96.6,"Pseudomonas aeruginosa CF614 adggb-supercont1.1, whole genome shotgun sequence"
"GCF_000480375.1_Pseu_aeru_CF77_V1_genomic.fna","NZ_KI518663.1","pseudomonas_aeruginosa","aeruginosa",1,0,14,7028189,851124,99.68,0.72,96.08,"Pseudomonas aeruginosa CF77 adgeU-supercont1.1, whole genome shotgun sequence"
"GCF_000480395.1_Pseu_aeru_3572_V1_genomic.fna","NZ_KI518677.1","pseudomonas_aeruginosa","aeruginosa",1,0,8,7102181,3710594,99.65,0.13,99,"Pseudomonas aeruginosa C52 adgfp-supercont1.1, whole genome shotgun sequence"
"GCF_000480415.1_Pseu_aeru_3571_V1_genomic.fna","NZ_KI518685.1","pseudomonas_aeruginosa","aeruginosa",1,0,18,6913278,1277914,99.68,0.08,99.28,"Pseudomonas aeruginosa C51 adgeS-supercont1.1, whole genome shotgun sequence"
"GCF_000480435.1_Pseu_aeru_3570_V1_genomic.fna","NZ_KI518703.1","pseudomonas_aeruginosa","aeruginosa",1,0,6,6410833,4732887,99.68,0.08,99.28,"Pseudomonas aeruginosa C48 adgeZ-supercont1.1, whole genome shotgun sequence"
"GCF_000480455.1_Pseu_aeru_3569_V1_genomic.fna","NZ_KI518709.1","pseudomonas_aeruginosa","aeruginosa",1,0,3,6825599,5741985,100,0.4,98,"Pseudomonas aeruginosa C41 adgfh-supercont1.1, whole genome shotgun sequence"
"GCF_000480475.1_Pseu_aeru_3568_V1_genomic.fna","NZ_KI518712.1","pseudomonas_aeruginosa","aeruginosa",1,0,4,6631264,4417742,99.68,0.08,99.28,"Pseudomonas aeruginosa C40 adgfO-supercont1.1, whole genome shotgun sequence"
"GCF_000480495.1_Pseu_aeru_3567_V1_genomic.fna","NZ_KI518716.1","pseudomonas_aeruginosa","aeruginosa",1,0,3,6896063,5299050,99.68,0.11,99.13,"Pseudomonas aeruginosa C23 adggj-supercont1.1, whole genome shotgun sequence"
"GCF_000480515.1_Pseu_aeru_3566_V1_genomic.fna","NZ_KI518719.1","pseudomonas_aeruginosa","aeruginosa",1,0,3,6929498,5922734,99.68,0.11,99.13,"Pseudomonas aeruginosa C20 adgfy-supercont1.1, whole genome shotgun sequence"
"GCF_000480535.1_Pseu_aeru_3098_V1_genomic.fna","NZ_KI518722.1","pseudomonas_aeruginosa","aeruginosa",1,0,10,6425959,1850265,99.68,0.11,99.13,"Pseudomonas aeruginosa M9A.1 adget-supercont1.1, whole genome shotgun sequence"
"GCF_000480555.1_Pseu_aeru_3097_V1_genomic.fna","NZ_KI518732.1","pseudomonas_aeruginosa","aeruginosa",1,0,5,6419118,4897873,99.68,0.08,99.28,"Pseudomonas aeruginosa M8A.4 adgfJ-supercont1.1, whole genome shotgun sequence"
"GCF_000480575.1_Pseu_aeru_3096_V1_genomic.fna","NZ_KI518737.1","pseudomonas_aeruginosa","aeruginosa",1,0,4,6371410,3502746,99.68,0.08,99.28,"Pseudomonas aeruginosa M8A.3 adger-supercont1.1, whole genome shotgun sequence"
"GCF_000480595.1_Pseu_aeru_3095_V1_genomic.fna","NZ_KI518741.1","pseudomonas_aeruginosa","aeruginosa",1,0,6,6376256,4436932,99.68,0.08,99.28,"Pseudomonas aeruginosa M8A.2 adgfd-supercont1.1, whole genome shotgun sequence"
"GCF_000480615.1_Pseu_aeru_3094_V1_genomic.fna","NZ_KI518747.1","pseudomonas_aeruginosa","aeruginosa",1,0,3,6368627,2799439,99.68,0.08,99.28,"Pseudomonas aeruginosa M8A.1 adgfk-supercont1.1, whole genome shotgun sequence"
"GCF_000480645.1_Pseu_aeru_BL25_V1_genomic.fna","NZ_KI518750.1","pseudomonas_aeruginosa","aeruginosa",1,0,7,6574890,1744150,99.68,0.43,97.53,"Pseudomonas aeruginosa BL25 adgfY-supercont1.1, whole genome shotgun sequence"
"GCF_000480665.1_Pseu_aeru_BL24_V1_genomic.fna","NZ_KI518757.1","pseudomonas_aeruginosa","aeruginosa",1,0,8,6958408,3658378,99.68,0.08,99.28,"Pseudomonas aeruginosa BL24 adgeY-supercont1.1, whole genome shotgun sequence"
"GCF_000480685.1_Pseu_aeru_BL23_V1_genomic.fna","NZ_KI518765.1","pseudomonas_aeruginosa","aeruginosa",1,0,16,7152486,785722,99.68,1.1,94.18,"Pseudomonas aeruginosa BL23 adgfb-supercont1.1, whole genome shotgun sequence"
"GCF_000480705.1_Pseu_aeru_BL22_V1_genomic.fna","NZ_KI518781.1","pseudomonas_aeruginosa","aeruginosa",1,0,12,6997218,1959907,99.36,0.08,98.96,"Pseudomonas aeruginosa BL22 adgff-supercont1.1, whole genome shotgun sequence"
"GCF_000480725.1_Pseu_aeru_BL21_V1_genomic.fna","NZ_KI518793.1","pseudomonas_aeruginosa","aeruginosa",1,0,3,6841268,5284778,99.68,0.61,96.63,"Pseudomonas aeruginosa BL21 adgep-supercont1.1, whole genome shotgun sequence"
"GCF_000480745.1_Pseu_aeru_BL20_V1_genomic.fna","NZ_KI518796.1","pseudomonas_aeruginosa","aeruginosa",1,0,18,6740642,1824146,99.68,0.48,97.28,"Pseudomonas aeruginosa BL20 adgeI-supercont1.1, whole genome shotgun sequence"
"GCF_000480765.1_Pseu_aeru_BL19_V1_genomic.fna","NZ_KI518814.1","pseudomonas_aeruginosa","aeruginosa",1,0,5,6378531,2800202,99.68,0.11,99.13,"Pseudomonas aeruginosa BL19 adgeJ-supercont1.1, whole genome shotgun sequence"
"GCF_000480785.1_Pseu_aeru_BL18_V1_genomic.fna","NZ_KI518819.1","pseudomonas_aeruginosa","aeruginosa",1,0,3,6510648,5797998,100,0.11,99.45,"Pseudomonas aeruginosa BL18 adgey-supercont1.1, whole genome shotgun sequence"
"GCF_000480805.1_Pseu_aeru_BL17_V1_genomic.fna","NZ_KI518822.1","pseudomonas_aeruginosa","aeruginosa",1,0,3,6884660,5303848,99.68,0.08,99.28,"Pseudomonas aeruginosa BL17 adggm-supercont1.1, whole genome shotgun sequence"
"GCF_000480825.1_Pseu_aeru_BL16_V1_genomic.fna","NZ_KI518825.1","pseudomonas_aeruginosa","aeruginosa",1,0,10,6809391,1675485,99.68,0.13,99.03,"Pseudomonas aeruginosa BL16 adgeK-supercont1.1, whole genome shotgun sequence"
"GCF_000480845.1_Pseu_aeru_BL15_V1_genomic.fna","NZ_KI518835.1","pseudomonas_aeruginosa","aeruginosa",1,0,9,6312805,1924169,99.68,0.08,99.28,"Pseudomonas aeruginosa BL15 adgeO-supercont1.1, whole genome shotgun sequence"
"GCF_000480865.1_Pseu_aeru_BL14_V1_genomic.fna","NZ_KI518844.1","pseudomonas_aeruginosa","aeruginosa",1,0,8,7114505,4395580,99.36,0.4,97.36,"Pseudomonas aeruginosa BL14 adggl-supercont1.1, whole genome shotgun sequence"
"GCF_000480885.1_Pseu_aeru_BL13_V1_genomic.fna","NZ_KI518852.1","pseudomonas_aeruginosa","aeruginosa",1,0,4,7288270,2568475,99.68,0.11,99.13,"Pseudomonas aeruginosa BL13 adgfQ-supercont1.1, whole genome shotgun sequence"
"GCF_000480905.1_Pseu_aeru_BL12_V1_genomic.fna","NZ_KI518856.1","pseudomonas_aeruginosa","aeruginosa",1,0,19,7472177,1842058,99.68,2.16,88.88,"Pseudomonas aeruginosa BL12 adgfc-supercont1.1, whole genome shotgun sequence"
"GCF_000480925.1_Pseu_aeru_BL11_V1_genomic.fna","NZ_KI518875.1","pseudomonas_aeruginosa","aeruginosa",1,0,8,7082973,2105842,99.68,0.33,98.03,"Pseudomonas aeruginosa BL11 adgfL-supercont1.1, whole genome shotgun sequence"
"GCF_000480945.1_Pseu_aeru_BL10_V1_genomic.fna","NZ_KI518883.1","pseudomonas_aeruginosa","aeruginosa",1,0,3,6499542,2328485,99.68,0.08,99.28,"Pseudomonas aeruginosa BL10 adgez-supercont1.1, whole genome shotgun sequence"
"GCF_000480965.1_Pseu_aeru_BL09_V1_genomic.fna","NZ_KI518886.1","pseudomonas_aeruginosa","aeruginosa",1,0,11,6932302,1077640,99.68,0.16,98.88,"Pseudomonas aeruginosa BL09 adgge-supercont1.1, whole genome shotgun sequence"
"GCF_000480985.1_Pseu_aeru_BL08_V1_genomic.fna","NZ_KI518897.1","pseudomonas_aeruginosa","aeruginosa",1,0,9,6976777,1481438,99.68,1.1,94.18,"Pseudomonas aeruginosa BL08 adgeD-supercont1.1, whole genome shotgun sequence"
"GCF_000481005.1_Pseu_aeru_BL07_V1_genomic.fna","NZ_KI518906.1","pseudomonas_aeruginosa","aeruginosa",1,0,9,6556485,4579559,99.68,0.08,99.28,"Pseudomonas aeruginosa BL07 adgfo-supercont1.1, whole genome shotgun sequence"
"GCF_000481025.1_Pseu_aeru_BL06_V1_genomic.fna","NZ_KI518915.1","pseudomonas_aeruginosa","aeruginosa",1,0,13,6998687,1263175,99.68,0.33,98.03,"Pseudomonas aeruginosa BL06 adgfq-supercont1.1, whole genome shotgun sequence"
"GCF_000481045.1_Pseu_aeru_BL05_V1_genomic.fna","NZ_KI518928.1","pseudomonas_aeruginosa","aeruginosa",1,0,3,6383294,5663406,99.68,0.43,97.53,"Pseudomonas aeruginosa BL05 adgfv-supercont1.1, whole genome shotgun sequence"
"GCF_000481065.1_Pseu_aeru_BL04_V1_genomic.fna","NZ_KI518931.1","pseudomonas_aeruginosa","aeruginosa",1,0,11,7333384,1560393,99.68,0.74,95.98,"Pseudomonas aeruginosa BL04 adgfK-supercont1.1, whole genome shotgun sequence"
"GCF_000481085.1_Pseu_aeru_BL03_V1_genomic.fna","NZ_KI518942.1","pseudomonas_aeruginosa","aeruginosa",1,0,7,7058017,1647702,99.36,0.72,95.76,"Pseudomonas aeruginosa BL03 adgeM-supercont1.1, whole genome shotgun sequence"
"GCF_000481105.1_Pseu_aeru_BL02_V1_genomic.fna","NZ_KI518949.1","pseudomonas_aeruginosa","aeruginosa",1,0,6,6913651,3466653,99.68,0.14,98.98,"Pseudomonas aeruginosa BL02 adggf-supercont1.1, whole genome shotgun sequence"
"GCF_000481125.1_Pseu_aeru_BL01_V1_genomic.fna","NZ_KI518955.1","pseudomonas_aeruginosa","aeruginosa",1,0,4,6436151,4886618,99.68,0.11,99.13,"Pseudomonas aeruginosa BL01 adgeu-supercont1.1, whole genome shotgun sequence"
"GCF_000481145.1_Pseu_aeru_BWH028_V1_genomic.fna","NZ_KI518959.1","pseudomonas_aeruginosa","aeruginosa",1,0,14,7478313,1257250,99.68,1.7,91.18,"Pseudomonas aeruginosa BWHPSA028 adgfi-supercont1.1, whole genome shotgun sequence"
"GCF_000481165.1_Pseu_aeru_BWH027_V1_genomic.fna","NZ_KI518973.1","pseudomonas_aeruginosa","aeruginosa",1,0,8,6882021,4308134,99.68,0.13,99.03,"Pseudomonas aeruginosa BWHPSA027 adgfz-supercont1.1, whole genome shotgun sequence"
"GCF_000481185.1_Pseu_aeru_BWH026_V1_genomic.fna","NZ_KI518981.1","pseudomonas_aeruginosa","aeruginosa",1,0,11,6802097,1678862,99.65,0.08,99.25,"Pseudomonas aeruginosa BWHPSA026 adgfP-supercont1.1, whole genome shotgun sequence"
"GCF_000481205.1_Pseu_aeru_BWH025_V1_genomic.fna","NZ_KI518992.1","pseudomonas_aeruginosa","aeruginosa",1,0,4,6337760,4829462,99.68,0.08,99.28,"Pseudomonas aeruginosa BWHPSA025 adggk-supercont1.1, whole genome shotgun sequence"
"GCF_000481225.1_Pseu_aeru_BWH024_V1_genomic.fna","NZ_KI518996.1","pseudomonas_aeruginosa","aeruginosa",1,0,5,6768692,4190990,99.68,0.13,99.03,"Pseudomonas aeruginosa BWHPSA024 adgfW-supercont1.1, whole genome shotgun sequence"
"GCF_000481245.1_Pseu_aeru_BWH023_V1_genomic.fna","NZ_KI519001.1","pseudomonas_aeruginosa","aeruginosa",1,0,16,6932307,1679674,99.68,0.14,98.98,"Pseudomonas aeruginosa BWHPSA023 adgeL-supercont1.1, whole genome shotgun sequence"
"GCF_000481265.1_Pseu_aeru_BWH022_V1_genomic.fna","NZ_KI519017.1","pseudomonas_aeruginosa","aeruginosa",1,0,6,6911459,5173374,99.68,0.13,99.03,"Pseudomonas aeruginosa BWHPSA022 adgeq-supercont1.1, whole genome shotgun sequence"
"GCF_000481285.1_Pseu_aeru_BWH021_V1_genomic.fna","NZ_KI519023.1","pseudomonas_aeruginosa","aeruginosa",1,0,4,6484992,5702272,99.68,0.08,99.28,"Pseudomonas aeruginosa BWHPSA021 adgeQ-supercont1.1, whole genome shotgun sequence"
"GCF_000481305.1_Pseu_aeru_BWH020_V1_genomic.fna","NZ_KI519027.1","pseudomonas_aeruginosa","aeruginosa",1,0,24,6531623,472588,99.68,0.59,96.73,"Pseudomonas aeruginosa BWHPSA020 adgeC-supercont1.1, whole genome shotgun sequence"
"GCF_000481325.1_Pseu_aeru_BWH019_V1_genomic.fna","NZ_KI519051.1","pseudomonas_aeruginosa","aeruginosa",1,0,3,6444276,3268897,99.68,0.08,99.28,"Pseudomonas aeruginosa BWHPSA019 adgfe-supercont1.1, whole genome shotgun sequence"
"GCF_000481345.1_Pseu_aeru_BWH018_V1_genomic.fna","NZ_KI519054.1","pseudomonas_aeruginosa","aeruginosa",1,0,9,6647246,2174498,99.68,0.08,99.28,"Pseudomonas aeruginosa BWHPSA018 adgfT-supercont1.1, whole genome shotgun sequence"
"GCF_000481365.1_Pseu_aeru_BWH017_V1_genomic.fna","NZ_KI519063.1","pseudomonas_aeruginosa","aeruginosa",1,0,5,6934545,3670945,99.68,0.08,99.28,"Pseudomonas aeruginosa BWHPSA017 adgeW-supercont1.1, whole genome shotgun sequence"
"GCF_000481385.1_Pseu_aeru_BWH016_V1_genomic.fna","NZ_KI519068.1","pseudomonas_aeruginosa","aeruginosa",1,0,3,6481389,4969791,99.68,0.13,99.03,"Pseudomonas aeruginosa BWHPSA016 adgfN-supercont1.1, whole genome shotgun sequence"
"GCF_000481405.1_Pseu_aeru_BWH015_V1_genomic.fna","NZ_KI519071.1","pseudomonas_aeruginosa","aeruginosa",1,0,5,6425058,3479107,99.68,0.08,99.28,"Pseudomonas aeruginosa BWHPSA015 adggh-supercont1.1, whole genome shotgun sequence"
"GCF_000481425.1_Pseu_aeru_BWH014_V1_genomic.fna","NZ_KI519076.1","pseudomonas_aeruginosa","aeruginosa",1,0,2,6293472,4794684,99.68,0.08,99.28,"Pseudomonas aeruginosa BWHPSA014 adgeT-supercont1.1, whole genome shotgun sequence"
